fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax
52,518,0.00614,0.03106,0,338,0,0,0,0,1,-360,360
52,1156,0.00418,0.02388,0,414,0,0,0,0,1,-360,360
489,182,0.00238,0.017771,0,3000,0,0,0,0,1,-360,360
489,263,8.10E-05,0.00063,0,3000,0,0,0,0,1,-360,360
1078,47,0.001599,0.01618,0,3000,0,0,0,0,1,-360,360
645,314,0.00532,0.026961,0,319,0,0,0,0,1,-360,360
645,314,0.00361,0.02814,0,453,0,0,0,0,1,-360,360
645,823,0.002469,0.01025,0,433,0,0,0,0,1,-360,360
924,264,0.005229,0.02675,0,300,0,0,0,0,1,-360,360
924,264,0.00512,0.02726,0,319,0,0,0,0,1,-360,360
924,1142,0.00355,0.01694,0,300,0,0,0,0,1,-360,360
1346,1065,0.00139,0.007659,0,357,0,0,0,0,1,-360,360
1346,607,0.000169,0.000669,0,414,0,0,0,0,1,-360,360
1249,335,0.00111,0.00712,0,376,0,0,0,0,1,-360,360
124,936,0.00031,0.001901,0,433,0,0,0,0,1,-360,360
1022,936,0.000281,0.002091,0,3000,0,0,0,0,1,-360,360
638,947,0.000281,0.001651,0,3000,0,0,0,0,1,-360,360
1068,947,0.000271,0.00169,0,3000,0,0,0,0,1,-360,360
862,503,0.001521,0.00843,0,281,0,0,0,0,1,-360,360
862,568,0.000841,0.0062,0,433,0,0,0,0,1,-360,360
561,1268,0.00019,0.00126,0,414,0,0,0,0,1,-360,360
120,954,0.000219,0.00143,0,3000,0,0,0,0,1,-360,360
428,1177,0.00121,0.01796,0,1776,0,0,0,0,1,-360,360
428,1177,0.0014,0.01512,0,3000,0,0,0,0,1,-360,360
944,320,0.008409,0.063651,0,3000,0,0,0,0,1,-360,360
944,780,0.00918,0.07344,0,510,0,0,0,0,1,-360,360
944,76,0.004219,0.0345,0,414,0,0,0,0,1,-360,360
944,76,0.0042,0.031651,0,357,0,0,0,0,1,-360,360
673,1267,0.00121,0.01381,0,1447,0,0,0,0,1,-360,360
673,1029,0.00107,0.01326,0,1480,0,0,0,0,1,-360,360
988,857,0.003401,0.02607,0,3000,0,0,0,0,1,-360,360
554,4,0.000289,0.00138,0,319,0,0,0,0,1,-360,360
759,1123,0.001031,0.006039,0,3000,0,0,0,0,1,-360,360
190,1123,0.00105,0.005909,0,3000,0,0,0,0,1,-360,360
1218,1111,0.001091,0.007901,0,319,0,0,0,0,1,-360,360
1218,159,0.00332,0.024021,0,453,0,0,0,0,1,-360,360
1218,457,0.00344,0.021419,0,300,0,0,0,0,1,-360,360
1218,40,0.00095,0.010419,0,414,0,0,0,0,1,-360,360
1218,40,0.00093,0.01062,0,376,0,0,0,0,1,-360,360
1218,1091,0.00474,0.025409,0,3000,0,0,0,0,1,-360,360
700,309,0.000271,0.000841,0,281,0,0,0,0,1,-360,360
1090,909,0.000271,0.00119,0,281,0,0,0,0,1,-360,360
1090,226,0.000289,0.00076,0,3000,0,0,0,0,1,-360,360
1131,241,0.00031,0.00454,0,1842,0,0,0,0,1,-360,360
872,514,0.00032,0.0044,0,3000,0,0,0,0,1,-360,360
402,241,0.00028,0.00494,0,3000,0,0,0,0,1,-360,360
133,514,0.00028,0.00508,0,3000,0,0,0,0,1,-360,360
1298,126,0.000531,0.00093,0,3000,0,0,0,0,1,-360,360
1298,731,0.0003,0.001031,0,395,0,0,0,0,1,-360,360
389,1327,0.00139,0.02163,0,657,0,0,0,0,1,-360,360
389,1046,0.00164,0.02321,0,1776,0,0,0,0,1,-360,360
525,1327,0.00136,0.02205,0,657,0,0,0,0,1,-360,360
525,1046,0.0016,0.02367,0,657,0,0,0,0,1,-360,360
260,1335,0.002091,0.01174,0,281,0,0,0,0,1,-360,360
260,1335,0.001719,0.00961,0,453,0,0,0,0,1,-360,360
833,139,0.012341,0.076781,0,319,0,0,0,0,1,-360,360
833,1335,0.00176,0.009419,0,491,0,0,0,0,1,-360,360
153,424,0.00031,0.00182,0,3000,0,0,0,0,1,-360,360
1080,396,0.00386,0.02348,0,1183,0,0,0,0,1,-360,360
1080,714,0.00017,0.00104,0,1052,0,0,0,0,1,-360,360
530,779,0.00061,0.00808,0,1513,0,0,0,0,1,-360,360
530,579,0.00059,0.0067,0,3000,0,0,0,0,1,-360,360
349,140,0.00059,0.00748,0,1381,0,0,0,0,1,-360,360
349,834,0.00061,0.0063,0,3000,0,0,0,0,1,-360,360
47,167,0.001031,0.008789,0,529,0,0,0,0,1,-360,360
47,1348,0.00051,0.006169,0,529,0,0,0,0,1,-360,360
47,1263,0.0005,0.00619,0,529,0,0,0,0,1,-360,360
267,544,0.00049,0.00376,0,472,0,0,0,0,1,-360,360
267,544,0.000539,0.003229,0,433,0,0,0,0,1,-360,360
267,600,0.001031,0.00882,0,3000,0,0,0,0,1,-360,360
267,268,0.000711,0.00463,0,357,0,0,0,0,1,-360,360
267,326,0.000711,0.004539,0,3000,0,0,0,0,1,-360,360
791,363,0.00206,0.015341,0,414,0,0,0,0,1,-360,360
791,363,0.002021,0.01564,0,414,0,0,0,0,1,-360,360
886,1284,0.00094,0.005781,0,510,0,0,0,0,1,-360,360
886,135,0.002219,0.016969,0,529,0,0,0,0,1,-360,360
1109,264,0.00238,0.01187,0,281,0,0,0,0,1,-360,360
1109,424,0.00707,0.03095,0,281,0,0,0,0,1,-360,360
6,955,0.00256,0.03401,0,1545,0,0,0,0,1,-360,360
6,366,0.00203,0.02416,0,1052,0,0,0,0,1,-360,360
6,691,0.001,0.01459,0,3000,0,0,0,0,1,-360,360
6,640,0.00103,0.00987,0,1513,0,0,0,0,1,-360,360
6,760,0.00038,0.00483,0,1348,0,0,0,0,1,-360,360
6,760,0.00041,0.00398,0,1216,0,0,0,0,1,-360,360
1119,366,0.00167,0.01721,0,1282,0,0,0,0,1,-360,360
1119,313,0.00098,0.01487,0,887,0,0,0,0,1,-360,360
1119,1350,0.00042,0.00342,0,1249,0,0,0,0,1,-360,360
1119,1350,0.00019,0.00248,0,1480,0,0,0,0,1,-360,360
1119,640,0.00105,0.00966,0,1809,0,0,0,0,1,-360,360
1119,524,0.00043,0.00473,0,1282,0,0,0,0,1,-360,360
1119,524,0.00041,0.00397,0,1216,0,0,0,0,1,-360,360
276,590,0.00051,0.00514,0,1118,0,0,0,0,1,-360,360
14,590,0.00053,0.00503,0,1315,0,0,0,0,1,-360,360
1126,567,0.00455,0.022771,0,300,0,0,0,0,1,-360,360
1126,567,0.00557,0.02055,0,281,0,0,0,0,1,-360,360
1126,567,0.00339,0.02026,0,3000,0,0,0,0,1,-360,360
739,1306,0.00237,0.01068,0,338,0,0,0,0,1,-360,360
739,1184,0.0037,0.019479,0,281,0,0,0,0,1,-360,360
890,1149,0.01407,0.056849,0,3000,0,0,0,0,1,-360,360
890,683,0.001669,0.015409,0,510,0,0,0,0,1,-360,360
890,683,0.001711,0.015091,0,3000,0,0,0,0,1,-360,360
1153,558,0.00172,0.01619,0,1578,0,0,0,0,1,-360,360
1153,1102,0.00029,0.00447,0,887,0,0,0,0,1,-360,360
1153,1102,0.00033,0.00387,0,1019,0,0,0,0,1,-360,360
1153,629,0.00079,0.01154,0,887,0,0,0,0,1,-360,360
1153,629,0.00077,0.01177,0,887,0,0,0,0,1,-360,360
1153,450,0.00127,0.01498,0,1447,0,0,0,0,1,-360,360
259,22,0.00214,0.012599,0,395,0,0,0,0,1,-360,360
644,355,0.000159,0.00125,0,357,0,0,0,0,1,-360,360
559,777,0.000211,0.000669,0,357,0,0,0,0,1,-360,360
96,1205,0.000341,0.001169,0,414,0,0,0,0,1,-360,360
96,115,0.00024,0.001469,0,472,0,0,0,0,1,-360,360
96,438,0.00018,0.000669,0,433,0,0,0,0,1,-360,360
521,1165,0.00033,0.00683,0,821,0,0,0,0,1,-360,360
521,323,0.00121,0.01211,0,1315,0,0,0,0,1,-360,360
521,1114,0.00123,0.01185,0,1348,0,0,0,0,1,-360,360
521,640,0.00058,0.0097,0,1085,0,0,0,0,1,-360,360
521,760,0.00103,0.01292,0,1151,0,0,0,0,1,-360,360
521,524,0.00116,0.01266,0,821,0,0,0,0,1,-360,360
1065,607,0.0013,0.006841,0,357,0,0,0,0,1,-360,360
447,146,6.00E-05,0.000349,0,338,0,0,0,0,1,-360,360
393,509,0.000169,0.0007,0,300,0,0,0,0,1,-360,360
1334,294,0.000169,0.000719,0,3000,0,0,0,0,1,-360,360
915,964,0.000271,0.001031,0,3000,0,0,0,0,1,-360,360
720,557,0.008271,0.036841,0,3000,0,0,0,0,1,-360,360
795,398,0.002969,0.02299,0,319,0,0,0,0,1,-360,360
461,693,0.00124,0.01273,0,1118,0,0,0,0,1,-360,360
461,655,0.00106,0.00989,0,1381,0,0,0,0,1,-360,360
461,776,7.00E-05,0.00029,0,657,0,0,0,0,1,-360,360
461,801,9.00E-05,0.00079,0,657,0,0,0,0,1,-360,360
461,937,0.00196,0.02049,0,1513,0,0,0,0,1,-360,360
461,1222,0.00158,0.01519,0,1183,0,0,0,0,1,-360,360
903,396,0.00172,0.01811,0,1513,0,0,0,0,1,-360,360
903,1094,0.00096,0.01121,0,1644,0,0,0,0,1,-360,360
903,937,0.00147,0.01707,0,3000,0,0,0,0,1,-360,360
319,693,0.00129,0.0129,0,1216,0,0,0,0,1,-360,360
319,685,0.00179,0.01737,0,1545,0,0,0,0,1,-360,360
319,937,0.00131,0.01935,0,1677,0,0,0,0,1,-360,360
306,1353,0.003901,0.01614,0,319,0,0,0,0,1,-360,360
306,1353,0.002591,0.014771,0,453,0,0,0,0,1,-360,360
306,1353,0.00224,0.0173,0,376,0,0,0,0,1,-360,360
306,616,0.00012,0.000849,0,3000,0,0,0,0,1,-360,360
306,513,0.00394,0.03039,0,395,0,0,0,0,1,-360,360
306,541,0.00189,0.01,0,3000,0,0,0,0,1,-360,360
306,403,0.00032,0.00257,0,3000,0,0,0,0,1,-360,360
306,403,0.00038,0.00224,0,3000,0,0,0,0,1,-360,360
306,1221,0.00751,0.03955,0,395,0,0,0,0,1,-360,360
306,160,0.00086,0.006531,0,3000,0,0,0,0,1,-360,360
306,5,0.00087,0.006591,0,3000,0,0,0,0,1,-360,360
1284,135,0.003031,0.02276,0,529,0,0,0,0,1,-360,360
1284,737,0.006331,0.03911,0,3000,0,0,0,0,1,-360,360
1284,662,0.00605,0.02986,0,281,0,0,0,0,1,-360,360
1284,967,0.003919,0.01612,0,338,0,0,0,0,1,-360,360
1284,166,0.002039,0.0108,0,338,0,0,0,0,1,-360,360
1284,1047,0.006289,0.026271,0,414,0,0,0,0,1,-360,360
435,414,0.00042,0.00547,0,756,0,0,0,0,1,-360,360
435,414,0.00043,0.00536,0,657,0,0,0,0,1,-360,360
435,1097,0.00147,0.01373,0,1677,0,0,0,0,1,-360,360
435,1097,0.00131,0.01555,0,1447,0,0,0,0,1,-360,360
435,239,0.00221,0.02217,0,1710,0,0,0,0,1,-360,360
435,109,0.00224,0.0217,0,1710,0,0,0,0,1,-360,360
1347,982,0.00095,0.003289,0,300,0,0,0,0,1,-360,360
1347,504,0.000229,0.00082,0,3000,0,0,0,0,1,-360,360
1347,1033,0.00068,0.00306,0,3000,0,0,0,0,1,-360,360
1347,562,0.00049,0.00256,0,319,0,0,0,0,1,-360,360
1347,560,0.000531,0.0022,0,3000,0,0,0,0,1,-360,360
1347,1093,0.00136,0.00956,0,414,0,0,0,0,1,-360,360
1347,1093,0.0012,0.010729,0,376,0,0,0,0,1,-360,360
1347,1093,0.00105,0.00861,0,3000,0,0,0,0,1,-360,360
1347,352,0.000591,0.006969,0,3000,0,0,0,0,1,-360,360
407,1233,0.00025,0.0008,0,3000,0,0,0,0,1,-360,360
407,31,0.00113,0.00632,0,300,0,0,0,0,1,-360,360
57,313,0.0003,0.00275,0,854,0,0,0,0,1,-360,360
1258,1012,0.00836,0.051659,0,529,0,0,0,0,1,-360,360
1258,1012,0.01338,0.073469,0,491,0,0,0,0,1,-360,360
1258,169,0.0027,0.02089,0,3000,0,0,0,0,1,-360,360
1258,662,0.003419,0.02636,0,510,0,0,0,0,1,-360,360
1258,1265,0.009531,0.033711,0,357,0,0,0,0,1,-360,360
360,1267,0.0004,0.00707,0,3000,0,0,0,0,1,-360,360
383,1267,0.00035,0.00701,0,3000,0,0,0,0,1,-360,360
738,981,0.00194,0.01751,0,433,0,0,0,0,1,-360,360
738,981,0.00156,0.01936,0,414,0,0,0,0,1,-360,360
693,132,0.00078,0.00941,0,1249,0,0,0,0,1,-360,360
693,132,0.00074,0.00969,0,1480,0,0,0,0,1,-360,360
693,1208,0.00042,0.00532,0,1578,0,0,0,0,1,-360,360
693,1208,0.0004,0.00473,0,1743,0,0,0,0,1,-360,360
693,1208,0.0006,0.00499,0,1447,0,0,0,0,1,-360,360
236,945,0.00086,0.00638,0,510,0,0,0,0,1,-360,360
236,945,0.000969,0.00625,0,510,0,0,0,0,1,-360,360
236,1311,0.002781,0.01725,0,357,0,0,0,0,1,-360,360
659,715,0.005031,0.028081,0,453,0,0,0,0,1,-360,360
809,131,1.00E-05,0.00021,0,3000,0,0,0,0,1,-360,360
1154,131,1.00E-05,0.00025,0,3000,0,0,0,0,1,-360,360
62,131,2.00E-05,0.00031,0,657,0,0,0,0,1,-360,360
442,131,3.00E-05,0.0004,0,657,0,0,0,0,1,-360,360
686,925,0.000841,0.00474,0,433,0,0,0,0,1,-360,360
686,925,0.00082,0.00487,0,433,0,0,0,0,1,-360,360
992,232,0.00186,0.011979,0,3000,0,0,0,0,1,-360,360
555,781,0.00056,0.003021,0,281,0,0,0,0,1,-360,360
901,781,0.00055,0.003081,0,3000,0,0,0,0,1,-360,360
1310,893,0.00114,0.01063,0,3000,0,0,0,0,1,-360,360
271,868,0.003719,0.02295,0,529,0,0,0,0,1,-360,360
271,842,0.006669,0.04288,0,414,0,0,0,0,1,-360,360
433,855,0.00243,0.0198,0,3000,0,0,0,0,1,-360,360
433,1037,0.00845,0.04339,0,433,0,0,0,0,1,-360,360
381,556,0.00219,0.015169,0,281,0,0,0,0,1,-360,360
381,314,0.00357,0.0302,0,319,0,0,0,0,1,-360,360
376,1103,0.005849,0.032419,0,319,0,0,0,0,1,-360,360
1280,159,0.00406,0.01688,0,3000,0,0,0,0,1,-360,360
1079,493,0.00113,0.0065,0,3000,0,0,0,0,1,-360,360
183,665,0.0068,0.04613,0,414,0,0,0,0,1,-360,360
183,287,0.00337,0.02011,0,319,0,0,0,0,1,-360,360
1174,1044,0.00011,0.0005,0,3000,0,0,0,0,1,-360,360
1008,810,0.003711,0.018521,0,338,0,0,0,0,1,-360,360
1008,185,0.000271,0.00145,0,357,0,0,0,0,1,-360,360
1211,703,0.00326,0.01824,0,3000,0,0,0,0,1,-360,360
1304,1040,0.00118,0.00712,0,319,0,0,0,0,1,-360,360
1304,1000,0.00482,0.02232,0,281,0,0,0,0,1,-360,360
633,1020,0.00013,0.000469,0,281,0,0,0,0,1,-360,360
633,909,0.000229,0.00075,0,319,0,0,0,0,1,-360,360
1151,503,0.004591,0.035021,0,433,0,0,0,0,1,-360,360
1151,206,0.005469,0.03924,0,510,0,0,0,0,1,-360,360
1151,206,0.00536,0.0403,0,3000,0,0,0,0,1,-360,360
1151,15,0.00424,0.033031,0,3000,0,0,0,0,1,-360,360
828,650,2.00E-05,0.00024,0,657,0,0,0,0,1,-360,360
828,257,1.00E-05,0.00021,0,657,0,0,0,0,1,-360,360
828,558,0.00286,0.03653,0,1545,0,0,0,0,1,-360,360
828,573,0.00117,0.01183,0,1644,0,0,0,0,1,-360,360
828,546,0.00103,0.01336,0,1381,0,0,0,0,1,-360,360
828,214,0.00156,0.01969,0,1447,0,0,0,0,1,-360,360
828,946,0.00449,0.05772,0,1677,0,0,0,0,1,-360,360
828,542,0.00259,0.03469,0,1513,0,0,0,0,1,-360,360
135,628,0.000219,0.00118,0,3000,0,0,0,0,1,-360,360
135,289,6.00E-05,0.00095,0,3000,0,0,0,0,1,-360,360
135,64,6.00E-05,0.000651,0,529,0,0,0,0,1,-360,360
135,537,8.10E-05,0.000841,0,529,0,0,0,0,1,-360,360
135,574,0.00274,0.020831,0,414,0,0,0,0,1,-360,360
135,830,0.004781,0.027729,0,453,0,0,0,0,1,-360,360
135,830,0.002849,0.02093,0,472,0,0,0,0,1,-360,360
135,967,0.00513,0.03014,0,414,0,0,0,0,1,-360,360
135,1047,0.00113,0.00651,0,3000,0,0,0,0,1,-360,360
135,119,0.00125,0.00707,0,472,0,0,0,0,1,-360,360
1084,781,0.003349,0.01463,0,3000,0,0,0,0,1,-360,360
1084,216,0.00245,0.0122,0,395,0,0,0,0,1,-360,360
186,1012,0.00587,0.036521,0,300,0,0,0,0,1,-360,360
186,1012,0.00569,0.03774,0,3000,0,0,0,0,1,-360,360
186,1012,0.006031,0.03545,0,529,0,0,0,0,1,-360,360
186,1147,0.000531,0.00301,0,3000,0,0,0,0,1,-360,360
186,932,0.00076,0.006099,0,414,0,0,0,0,1,-360,360
102,1051,0.008841,0.028919,0,3000,0,0,0,0,1,-360,360
102,281,0.00169,0.007091,0,3000,0,0,0,0,1,-360,360
102,987,0.001031,0.00361,0,3000,0,0,0,0,1,-360,360
102,458,0.00813,0.030961,0,3000,0,0,0,0,1,-360,360
777,910,0.00013,0.00068,0,433,0,0,0,0,1,-360,360
552,581,0.000211,0.000729,0,529,0,0,0,0,1,-360,360
552,581,0.000169,0.000669,0,491,0,0,0,0,1,-360,360
552,431,0.000669,0.00251,0,395,0,0,0,0,1,-360,360
552,431,0.000711,0.00238,0,376,0,0,0,0,1,-360,360
552,167,0.000229,0.00238,0,491,0,0,0,0,1,-360,360
552,1348,0.0007,0.0065,0,453,0,0,0,0,1,-360,360
552,1263,0.00061,0.006031,0,414,0,0,0,0,1,-360,360
935,787,0.000281,0.0018,0,529,0,0,0,0,1,-360,360
935,600,0.000211,0.002409,0,3000,0,0,0,0,1,-360,360
173,192,0.00056,0.00773,0,657,0,0,0,0,1,-360,360
173,7,0.0023,0.01581,0,1118,0,0,0,0,1,-360,360
1088,557,0.005039,0.032151,0,3000,0,0,0,0,1,-360,360
1088,13,0.00364,0.01713,0,357,0,0,0,0,1,-360,360
1088,275,0.002169,0.012409,0,3000,0,0,0,0,1,-360,360
44,474,0.00113,0.004719,0,3000,0,0,0,0,1,-360,360
44,950,0.00113,0.004979,0,376,0,0,0,0,1,-360,360
474,706,0.00264,0.01174,0,3000,0,0,0,0,1,-360,360
388,1149,0.00494,0.03181,0,376,0,0,0,0,1,-360,360
388,314,0.003711,0.023961,0,510,0,0,0,0,1,-360,360
631,1290,0.001409,0.01101,0,357,0,0,0,0,1,-360,360
631,237,0.001169,0.00593,0,281,0,0,0,0,1,-360,360
631,237,0.00118,0.00587,0,3000,0,0,0,0,1,-360,360
631,571,0.00264,0.012469,0,433,0,0,0,0,1,-360,360
631,571,0.002349,0.01414,0,395,0,0,0,0,1,-360,360
507,620,0.00014,0.0007,0,3000,0,0,0,0,1,-360,360
955,664,3.00E-05,0.00054,0,1776,0,0,0,0,1,-360,360
955,1043,3.00E-05,0.00055,0,1710,0,0,0,0,1,-360,360
955,553,4.00E-05,0.00058,0,1677,0,0,0,0,1,-360,360
955,811,4.00E-05,0.00054,0,1776,0,0,0,0,1,-360,360
955,640,0.00171,0.02197,0,1282,0,0,0,0,1,-360,360
955,640,0.00164,0.02064,0,1545,0,0,0,0,1,-360,360
955,1007,0.00136,0.01756,0,1611,0,0,0,0,1,-360,360
955,54,0.00097,0.00942,0,1381,0,0,0,0,1,-360,360
955,54,0.00086,0.01109,0,1381,0,0,0,0,1,-360,360
955,54,0.00085,0.0113,0,1348,0,0,0,0,1,-360,360
499,999,0.000979,0.0058,0,300,0,0,0,0,1,-360,360
366,300,0.00052,0.00593,0,1809,0,0,0,0,1,-360,360
366,300,0.00046,0.00672,0,1809,0,0,0,0,1,-360,360
810,1259,0.001151,0.00636,0,472,0,0,0,0,1,-360,360
810,1259,0.001031,0.007211,0,491,0,0,0,0,1,-360,360
810,703,0.002341,0.02286,0,433,0,0,0,0,1,-360,360
810,185,0.002281,0.02518,0,300,0,0,0,0,1,-360,360
810,281,0.005479,0.02114,0,281,0,0,0,0,1,-360,360
810,444,0.011159,0.08856,0,376,0,0,0,0,1,-360,360
810,860,0.000669,0.00249,0,300,0,0,0,0,1,-360,360
810,1137,0.00193,0.01643,0,472,0,0,0,0,1,-360,360
810,458,0.00024,0.0017,0,338,0,0,0,0,1,-360,360
680,27,0.010159,0.065849,0,3000,0,0,0,0,1,-360,360
1324,1077,0.00294,0.02131,0,414,0,0,0,0,1,-360,360
1324,1338,0.018841,0.07469,0,3000,0,0,0,0,1,-360,360
1324,921,0.015599,0.052169,0,300,0,0,0,0,1,-360,360
1149,467,0.005831,0.03969,0,395,0,0,0,0,1,-360,360
1149,1240,0.00087,0.00661,0,357,0,0,0,0,1,-360,360
1149,823,0.00637,0.024659,0,281,0,0,0,0,1,-360,360
928,456,0.0027,0.020419,0,453,0,0,0,0,1,-360,360
928,586,0.000409,0.00314,0,338,0,0,0,0,1,-360,360
928,1273,0.001669,0.01301,0,376,0,0,0,0,1,-360,360
928,1273,0.00164,0.01325,0,395,0,0,0,0,1,-360,360
1138,685,0.00089,0.00556,0,1183,0,0,0,0,1,-360,360
1138,625,0.00186,0.01809,0,1513,0,0,0,0,1,-360,360
1138,498,0.00381,0.02853,0,920,0,0,0,0,1,-360,360
817,350,0.012419,0.072151,0,300,0,0,0,0,1,-360,360
817,200,0.0042,0.02556,0,300,0,0,0,0,1,-360,360
817,415,0.010771,0.0493,0,376,0,0,0,0,1,-360,360
817,357,0.010159,0.04995,0,300,0,0,0,0,1,-360,360
817,1340,0.013169,0.05113,0,395,0,0,0,0,1,-360,360
1233,141,0.000469,0.001159,0,300,0,0,0,0,1,-360,360
1233,896,0.000229,0.00105,0,357,0,0,0,0,1,-360,360
504,134,0.000271,0.001271,0,433,0,0,0,0,1,-360,360
311,691,0.00099,0.01194,0,1545,0,0,0,0,1,-360,360
311,682,0.00077,0.01184,0,3000,0,0,0,0,1,-360,360
311,760,0.00034,0.00426,0,3000,0,0,0,0,1,-360,360
594,313,0.00101,0.01168,0,1644,0,0,0,0,1,-360,360
594,682,0.00086,0.01046,0,1710,0,0,0,0,1,-360,360
594,524,0.00035,0.00417,0,3000,0,0,0,0,1,-360,360
963,212,0.000159,0.00069,0,433,0,0,0,0,1,-360,360
704,858,0.000781,0.00488,0,529,0,0,0,0,1,-360,360
704,71,0.000781,0.00511,0,433,0,0,0,0,1,-360,360
704,1190,0.00064,0.003539,0,357,0,0,0,0,1,-360,360
704,1190,0.00057,0.003781,0,338,0,0,0,0,1,-360,360
704,449,0.000531,0.00111,0,3000,0,0,0,0,1,-360,360
704,1161,0.000521,0.00113,0,3000,0,0,0,0,1,-360,360
704,876,0.00176,0.00843,0,338,0,0,0,0,1,-360,360
704,1273,0.002461,0.01975,0,472,0,0,0,0,1,-360,360
678,989,0.000591,0.00105,0,3000,0,0,0,0,1,-360,360
298,203,0.00012,0.00064,0,3000,0,0,0,0,1,-360,360
968,264,0.000581,0.004419,0,3000,0,0,0,0,1,-360,360
923,264,0.000651,0.004331,0,3000,0,0,0,0,1,-360,360
63,418,0.001289,0.008289,0,395,0,0,0,0,1,-360,360
740,1352,0.00233,0.03502,0,657,0,0,0,0,1,-360,360
740,1352,0.00238,0.03781,0,657,0,0,0,0,1,-360,360
740,303,0.00052,0.00605,0,1282,0,0,0,0,1,-360,360
740,806,0.00023,0.00275,0,1414,0,0,0,0,1,-360,360
740,1177,0.00134,0.01343,0,1611,0,0,0,0,1,-360,360
740,1177,0.00116,0.01552,0,1381,0,0,0,0,1,-360,360
1159,89,0.004169,0.027919,0,414,0,0,0,0,1,-360,360
1159,715,0.00063,0.008,0,3000,0,0,0,0,1,-360,360
1159,274,0.004841,0.028581,0,529,0,0,0,0,1,-360,360
1159,812,0.007419,0.05787,0,491,0,0,0,0,1,-360,360
753,363,0.002719,0.020331,0,395,0,0,0,0,1,-360,360
341,1048,0.000789,0.005,0,3000,0,0,0,0,1,-360,360
1344,27,0.00238,0.013219,0,357,0,0,0,0,1,-360,360
1344,468,0.003771,0.02701,0,395,0,0,0,0,1,-360,360
38,683,0.001271,0.00939,0,3000,0,0,0,0,1,-360,360
1312,973,0.000841,0.00131,0,3000,0,0,0,0,1,-360,360
1217,567,0.005711,0.043039,0,491,0,0,0,0,1,-360,360
1217,567,0.00562,0.041901,0,395,0,0,0,0,1,-360,360
741,436,0.00356,0.019781,0,433,0,0,0,0,1,-360,360
741,22,0.004841,0.03149,0,433,0,0,0,0,1,-360,360
94,1232,0.00057,0.00107,0,3000,0,0,0,0,1,-360,360
1006,731,0.000539,0.00213,0,414,0,0,0,0,1,-360,360
55,710,0.0007,0.00425,0,3000,0,0,0,0,1,-360,360
207,940,0.0012,0.009531,0,3000,0,0,0,0,1,-360,360
207,398,0.00206,0.015901,0,3000,0,0,0,0,1,-360,360
540,706,0.00063,0.00312,0,3000,0,0,0,0,1,-360,360
181,937,3.00E-05,0.00041,0,1381,0,0,0,0,1,-360,360
152,937,2.00E-05,0.00043,0,3000,0,0,0,0,1,-360,360
844,937,3.00E-05,0.00039,0,1183,0,0,0,0,1,-360,360
578,937,3.00E-05,0.00038,0,3000,0,0,0,0,1,-360,360
202,523,0.0008,0.004151,0,3000,0,0,0,0,1,-360,360
684,523,0.000901,0.00381,0,3000,0,0,0,0,1,-360,360
459,81,0.000591,0.004341,0,376,0,0,0,0,1,-360,360
459,81,0.000591,0.00405,0,395,0,0,0,0,1,-360,360
745,682,0.00218,0.0275,0,1052,0,0,0,0,1,-360,360
745,1187,0.00184,0.01677,0,986,0,0,0,0,1,-360,360
97,132,0.00058,0.00807,0,986,0,0,0,0,1,-360,360
97,132,0.00056,0.00823,0,821,0,0,0,0,1,-360,360
97,590,0.00123,0.01146,0,1315,0,0,0,0,1,-360,360
97,590,0.0011,0.01298,0,1381,0,0,0,0,1,-360,360
97,1208,0.00156,0.01585,0,1677,0,0,0,0,1,-360,360
97,429,0.00226,0.02781,0,1381,0,0,0,0,1,-360,360
567,26,0.00614,0.02831,0,300,0,0,0,0,1,-360,360
567,328,0.00513,0.03401,0,3000,0,0,0,0,1,-360,360
589,623,0.013219,0.0597,0,3000,0,0,0,0,1,-360,360
850,1018,0.012969,0.06087,0,3000,0,0,0,0,1,-360,360
1244,1300,0.00437,0.032831,0,453,0,0,0,0,1,-360,360
1244,363,0.005651,0.033229,0,491,0,0,0,0,1,-360,360
317,812,0.008969,0.03625,0,338,0,0,0,0,1,-360,360
317,1129,0.012409,0.05645,0,319,0,0,0,0,1,-360,360
743,925,0.00038,0.002271,0,300,0,0,0,0,1,-360,360
936,619,0.00138,0.01089,0,472,0,0,0,0,1,-360,360
936,619,0.001539,0.012521,0,491,0,0,0,0,1,-360,360
936,9,0.00205,0.014229,0,433,0,0,0,0,1,-360,360
936,1057,0.00026,0.00164,0,395,0,0,0,0,1,-360,360
936,365,0.000289,0.00169,0,3000,0,0,0,0,1,-360,360
781,1105,0.003349,0.051211,0,357,0,0,0,0,1,-360,360
1160,333,0.00038,0.001479,0,3000,0,0,0,0,1,-360,360
231,1034,0.00082,0.00625,0,453,0,0,0,0,1,-360,360
475,305,0.00275,0.015581,0,472,0,0,0,0,1,-360,360
881,867,0.000909,0.00739,0,3000,0,0,0,0,1,-360,360
558,1228,0.00082,0.01038,0,1447,0,0,0,0,1,-360,360
558,1099,0.00093,0.01017,0,1282,0,0,0,0,1,-360,360
558,214,0.00137,0.01431,0,1776,0,0,0,0,1,-360,360
558,223,0.00215,0.02021,0,1578,0,0,0,0,1,-360,360
1012,572,0.01189,0.058841,0,357,0,0,0,0,1,-360,360
